title,price,bedrooms,bathrooms,city,property_type,email,phone,24/7 Security,Parking,Shared Gym,Shared Pool,Balcony,Built-in Wardrobes,Maid's Room,Fully Equipped Kitchen,Spacious Living Room,feature_score
"1 BR Fully Furnished Penthouse Apartment Boulevard Tower, Muscat Hills",OMR 430,1.0,1.0,Unknown,Penthouse,info@vistaoman.com,96893891066,False,False,False,False,False,False,False,False,False,12
600 SQM Showroom for Rent at Azaiba with Amenities Nearby,OMR 4800,2.6,2.8,Unknown,,info@vistaoman.com,96872349997,False,False,False,False,False,False,False,False,False,17
2 BR Fantastic Freehold Apartment in Golf Tower,OMR 80000,2.0,2.0,Golf Tower,Apartment,info@vistaoman.com,96893893443,False,False,True,False,True,True,False,True,False,20
2 BR Ground Floor Brand New Flat in Juman 2 with Garden,OMR 1250,2.0,2.0,Juman 2 with Garden,,info@vistaoman.com,96893891066,False,False,False,True,False,False,False,True,False,29
"3 BR Leasehold Duplex Apartment Taqah Long beach, Salalah",OMR 125000,3.0,3.0,Unknown,Apartment,info@vistaoman.com,96871112421,False,False,False,False,True,True,False,True,False,30
2 BR Spacious Semi Furnished Flat with Mountain View | Muscat Hills,OMR 450,2.0,2.0,Unknown,,info@vistaoman.com,96893891066,False,False,True,True,False,True,False,True,False,31
2 BR Fully Furnished Seaview Apartment | Ground Floor | Al Mouj,OMR 750,2.0,2.0,Unknown,Apartment,info@vistaoman.com,96893891066,False,False,True,True,False,False,False,True,False,28
2 BR Off Plan Modern Apartment in Ghala,OMR 50284,2.0,2.0,Ghala,Apartment,info@vistaoman.com,96871514513,False,False,False,False,True,False,False,False,False,29
3 BR Excellent Penthouse Apartment in Sultan Haitham City with Private Pool,OMR 120250,3.0,3.0,Sultan Haitham City with Private Pool,Penthouse,info@vistaoman.com,96871112421,False,False,False,False,False,False,False,False,False,24
4 BR + 1 Maid’s Room Great Villa in Azaiba Near Al Fair,OMR 650,4.0,4.0,Azaiba Near Al Fair,Villa,info@vistaoman.com,96891991280,False,False,False,False,True,False,True,False,False,22
3 BR Great Apartment in Al Khuwair,OMR 300,3.0,3.0,Al Khuwair,Apartment,info@vistaoman.com,96891991280,False,False,False,False,False,True,False,False,False,25
5 BR Amazing Villa in Mawaleh for Sale,OMR 120000,5.0,5.0,Mawaleh for Sale,Villa,info@vistaoman.com,96871514513,False,False,False,False,False,False,False,False,False,23
"2 BR Furnished Apartment in Ghubra with Water, Electricity & Wifi",OMR 500,2.0,2.0,Unknown,Apartment,info@vistaoman.com,96891991280,False,False,False,False,True,True,False,True,False,26
67 SQM Commercial Shop – Maysan Square Duqm,OMR 33500,2.6,2.8,Unknown,Shop,info@vistaoman.com,96871514513,False,False,True,False,False,False,False,False,False,24
2 BR Cozy Apartment in Azaiba with Amenities Nearby,OMR 300,2.0,2.0,Azaiba with Amenities Nearby,Apartment,info@vistaoman.com,96891991280,False,False,False,False,False,True,False,False,False,25
"1 BR Luxury Apartment in The Great Escape, AIDA by DarGlobal",OMR 74500,1.0,1.0,Unknown,Apartment,info@vistaoman.com,96893893443,False,False,True,True,True,False,False,True,False,37
173 SQM Freehold Ground Floor Shop – Muscat Hills,OMR 311400,2.6,2.8,Unknown,Shop,info@vistaoman.com,96871514513,False,False,False,False,False,False,False,False,False,32
1 BR Fully Furnished Apartment with Pool View – Muscat Hills,OMR 350,1.0,1.0,Unknown,Apartment,info@vistaoman.com,96893891066,False,False,True,True,True,False,False,True,False,28
3 BR Freehold Apartment with a spacious balcony in Sultan Haitham City,OMR 110640,3.0,3.0,Sultan Haitham City,Apartment,info@vistaoman.com,96871112421,False,False,True,True,False,False,False,True,False,31
220 SQM Excellent Located Office Spaces in Ghala,OMR 1760,2.6,2.8,Ghala,Office,info@vistaoman.com,96872349997,False,False,False,False,False,False,False,False,False,40
1 BR Excellent Apartment In Al Khuwair,OMR 225,1.0,1.0,Unknown,Apartment,info@vistaoman.com,96891991280,False,False,False,False,False,False,False,False,False,18
1 BR Freehold Elegant Townhouse – Hawana Salalah,OMR 65000,1.0,1.0,Unknown,,info@vistaoman.com,96893893443,False,False,False,True,True,False,False,True,False,34
56 SQ M Smart Offices for Sale,OMR 36600,2.6,2.8,Unknown,Office,info@vistaoman.com,96872349997,False,False,False,False,False,False,False,False,False,21
3 + 1 BR Courtyard Townhouse in Yiti,OMR 238891,1.0,3.0,Yiti,,info@vistaoman.com,96893893443,False,False,False,False,True,False,True,False,False,39
2 BR + 1 Bedroom Brand New Apartment in Shatti Al Qurum,OMR 525,2.0,2.0,Shatti Al Qurum,Apartment,info@vistaoman.com,96871514513,False,False,False,False,True,True,False,False,True,27
77 SQM Brand New Retail Shop at The Gate on November 18th Street,OMR 1232,2.6,2.8,Unknown,Shop,info@vistaoman.com,96872349997,False,False,False,False,False,False,False,False,False,17
2 BR Furnished Apartment in Bausher – with Pool/Gym,OMR 500,2.0,2.0,Unknown,Apartment,info@vistaoman.com,96891991280,False,False,True,True,True,False,False,True,False,30
